Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Transportation-Other,150 Water street,manhattan,03/26/2019 08:43:31 PM,03/27/2019 01:09:41 AM,40.7062235562,-74.0059573708
Utility-Power Outage,106-62 160th Street,Queens,07/22/2019 09:14:13 PM,07/23/2019 02:19:18 AM,40.6979070167,-73.7949758653
Utility-Other,327 Beach 19th Street,Queens,12/12/2019 08:57:53 AM,12/13/2019 01:25:47 PM,40.5985650133,-73.752776443
Structural-Falling Debris,245  Bergen Street,Brooklyn,08/31/2016 04:14:35 PM,,40.6843171291,-73.984272356
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,01/04/2019 02:23:28 PM,,40.758309,-73.855602
Fire-4th Alarm,13 Schenck Avenue,Brooklyn,01/21/2019 07:10:00 PM,,40.6810244388,-73.8905389217
Fire-3rd Alarm,128-20 14th Avenue,Queens,01/21/2019 08:04:51 AM,,40.7853739658,-73.8400305022
Structural-Scaffold,111 West 57 Street,New York,01/21/2019 08:28:35 PM,,40.7646502065,-73.9778831252
Fire-3rd Alarm,34-40 100th Street,Queens,01/21/2019 10:28:54 PM,,40.7543214765,-73.867965274
Transportation-School Bus,Hemlock Street & Dumont Avenue,Brooklyn,12/15/2016 03:54:24 PM,12/15/2016 04:45:48 PM,40.6701939148,-73.8677264557
Law Enforcement-Other,1053 41 Street,Brooklyn,05/08/2017 08:51:11 AM,05/08/2017 10:11:04 AM,40.6426661661,-73.9926251145
Law Enforcement-Suspicious Package,1 Penn Plaza,Manhattan,06/05/2017 05:55:39 PM,06/05/2017 06:26:39 PM,40.7144215406,-74.0060763804
Fire-2nd Alarm,33 Liberty Street,Manhattan,10/07/2017 09:03:42 PM,10/08/2017 01:08:38 AM,,
Law Enforcement-Suspicious Package,800 2nd Avenue,Manhattan,10/26/2017 03:17:12 PM,11/01/2017 01:06:14 PM,40.780869475,-73.9676918784
Fire-7th Alarm,5100 Kings Plaza,Brooklyn,09/17/2018 09:19:47 AM,10/10/2018 12:40:39 PM,40.6085065335,-73.9208327706
HazMat-High Carbon Monoxide,08 West 38 Street,Manhattan,08/26/2013 04:02:10 PM,08/26/2013 04:58:35 PM,40.7512150314,-73.9833542557
Rescue-High Angle,600 East 141 Street,Bronx,08/26/2013 03:42:54 PM,08/26/2013 05:24:53 PM,40.8081434144,-73.9146807969
Law Enforcement-Device,1990 Lexington Avenue,Manhattan,08/28/2013 01:52:21 AM,08/28/2013 02:39:20 AM,40.8020738507,-73.9391128095
HazMat-Unknown Powder,138 Street & Archer Avenue,Queens,08/28/2013 05:24:10 PM,08/28/2013 06:38:53 PM,40.6988648367,-73.813188825
Fire-1st Alarm,Arthur Kill Road & Richmond Road,Staten Island,08/28/2013 04:53:18 PM,08/29/2013 03:14:52 PM,40.5720144413,-74.1469909593
Utility-Gas High Pressure,30-29  College Point Blvd,Queens,08/30/2013 12:48:39 PM,08/30/2013 06:26:53 PM,40.770588757,-73.843032395
Fire-10-77 (Residential High Rise),335 Bowery,Manhattan,09/03/2013 11:25:47 AM,09/03/2013 01:01:59 PM,40.7260438285,-73.9919075668
Law Enforcement-Suspicious Package,2795 Richmond Ave,Staten Island,09/03/2013 12:49:07 PM,09/03/2013 01:55:58 PM,40.5785571117,-74.1695947329
Structural-Partial Collapse,29 East 104 St.,Manhattan,08/29/2013 02:25:30 PM,09/04/2013 05:02:24 AM,40.7925360921,-73.9509924197
Structural-Car Into House,37 Hampton Green,Staten Island,09/04/2013 05:40:38 AM,09/04/2013 07:15:41 AM,40.5542057135,-74.1935427153
Fire-10-76 (Commercial High Rise),317 Madison Ave,Manhattan,09/06/2013 10:50:24 AM,09/06/2013 12:22:08 PM,40.7528666649,-73.9790407124
Utility-Water Main,West 32 Street & Broadway,Manhattan,09/06/2013 07:49:19 AM,09/07/2013 09:40:59 AM,40.7482897262,-73.9881766991
Structural-Life Safety Violations,1180 Halsey Street,Brooklyn,09/07/2013 11:13:53 AM,09/07/2013 06:42:08 PM,40.6908651002,-73.9101647546
Fire-1st Alarm,2124 Gravesend Neck Road,Brooklyn,09/08/2013 08:34:20 PM,09/09/2013 02:46:15 AM,40.5972012865,-73.9493749495
Transportation-Commuter Bus,Herkimer Street & Albany Avenue,Brooklyn,09/09/2013 05:07:51 PM,09/09/2013 07:23:24 PM,40.6790345535,-73.9385076873
Utility-Gas High Pressure,White Plains Road  & East 233rd Street,Bronx,09/09/2013 12:39:37 PM,09/09/2013 07:24:26 PM,40.8934114569,-73.857362079
Structural-Crane,346 West 40 Street,Manhattan,11/18/2016 01:12:51 PM,12/15/2016 11:12:25 PM,40.7144215406,-74.0060763804
Fire-Haz Mat,108-20 62 Drive,Queens,01/11/2017 03:53:48 PM,01/11/2017 06:42:16 PM,40.714003641,-73.8299893315
Structural-Falling Debris,1031 Lorimer St,Brooklyn,02/10/2017 02:40:01 PM,02/10/2017 02:54:43 PM,40.7264144264,-73.9533594495
Utility-Manhole,East 110 street 2nd ave,manhattan,07/29/2017 02:55:29 PM,07/30/2017 02:42:39 PM,40.794214168,-73.9430056999
Fire-3rd Alarm,291 Buffalo Avenue,Brooklyn,08/17/2018 06:19:24 AM,08/17/2018 06:06:31 PM,40.6689773027,-73.9255044174
Medical-EMS MCI (Multiple Casualty Incident),Forsyth Street & Canal Street,Brooklyn,11/26/2018 07:17:22 PM,11/26/2018 09:17:23 PM,40.715622,-73.994283
Utility-Transformer,20th Avenue & 31 Street,New York,12/27/2018 09:59:19 PM,12/28/2018 11:30:53 AM,40.779711,-73.906326
Structural-Collapse,350 East 88th Street,Manhattan,09/06/2019 11:47:58 AM,09/06/2019 01:47:02 PM,40.7784427863,-73.9491306335
Fire-10-76 (Commercial High Rise),219 East 44th Street,Manhattan,09/11/2013 10:10:00 AM,09/11/2013 11:10:45 AM,40.7518086508,-73.9728764344
HazMat-High Carbon Monoxide,East 149 Street & Courtlandt Avenue,Bronx,09/11/2013 04:09:53 PM,09/11/2013 06:02:30 PM,40.8165539962,-73.9195436408
Law Enforcement-Suspicious Package,20 Broad Street,Manhattan,09/11/2013 09:28:19 PM,09/12/2013 04:34:22 AM,40.70655304,-74.0110332212
Law Enforcement-Suspicious Package,West Houston Street & MacDougal Street,Manhattan,09/12/2013 11:03:10 AM,09/12/2013 01:49:53 PM,40.7280340412,-74.0021503496
Utility-Water Main,Fort Hamilton Parkway & East 3rd Street,Brooklyn,09/12/2013 12:51:59 PM,09/13/2013 12:18:16 PM,40.6484693734,-73.9783671893
Law Enforcement-Suspicious Package,Victory Boulevard & Theresa Place,Staten Island,09/14/2013 09:41:10 AM,09/14/2013 10:38:27 AM,40.6243337874,-74.0939532589
Law Enforcement-Suspicious Package,Clove Road  & Howard Ave,Staten Island,09/14/2013 07:25:42 PM,09/14/2013 08:15:37 PM,40.612419589,-74.0993498799
HazMat-Suspicious Substance,257  East 46 street,Brooklyn,09/16/2013 11:43:38 AM,09/16/2013 12:39:35 PM,40.6557100769,-73.9347016764
Utility-Water Main,West End Avenue & West 65 Street,Manhattan,09/16/2013 02:28:11 AM,09/16/2013 10:42:08 PM,40.7753720561,-73.9877097423
Law Enforcement-Suspicious Package,981 Castleton Avenue,Staten Island,09/17/2013 02:46:09 PM,09/17/2013 04:24:43 PM,40.6347639755,-74.1151063281
Structural-Stability Problem,188 Avenue of Americas,Manhattan,09/19/2013 03:41:05 PM,09/19/2013 09:08:20 PM,40.7263871517,-74.0035826249
Transportation-Commuter Bus,Trans Manhattan Expressway & George Washington Bridge,Manhattan,09/20/2013 05:10:37 PM,09/20/2013 06:50:45 PM,40.849674453,-73.9424994625
Law Enforcement-Suspicious Package,Surf Ave & West 8th Street,Brooklyn,09/23/2013 12:09:52 PM,09/23/2013 01:17:29 PM,40.5753037995,-73.976609025
Law Enforcement-Suspicious Package,45 Greenvalley Rd,Staten Island,09/23/2013 08:47:32 PM,09/23/2013 09:39:46 PM,40.5485193173,-74.1946561063
Utility-Water Service Line,2 Cooper Square,Manhattan,09/24/2013 05:09:33 AM,09/24/2013 07:11:50 AM,40.7271664072,-73.9915358145
Law Enforcement-Suspicious Package,125-01 Queens Blvd,Queens,09/24/2013 12:34:31 PM,09/24/2013 02:44:15 PM,40.712356688,-73.8262917802
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,01/04/2019 02:23:28 PM,,40.758309,-73.855602
Law Enforcement-Other,138-01 77 Avenue,Queens,06/07/2017 10:45:52 AM,06/07/2017 11:56:52 AM,40.714003641,-73.8299893315
Utility-Transformer,42-49 Colden Street,Queens,01/29/2019 01:33:51 AM,,40.7534344863,-73.8259500219
Fire-5th Alarm,376 Vernon Avenue,Brooklyn,01/31/2019 04:01:14 AM,,40.6961096128,-73.9358673476
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,01/04/2019 02:23:28 PM,,40.758309,-73.855602
Fire-Collapse,23 Park Place,Manhattan,12/21/2018 03:55:55 AM,,40.7130899295,-74.0088408934
Transportation-Train Subway,West 128th Street & St. Nicholas Avenue,Manhattan,06/27/2017 10:05:40 AM,06/28/2017 09:57:41 AM,40.7144215406,-74.0060763804
Fire-2nd Alarm,447 Wales Avenue,Bronx,07/26/2017 03:06:44 AM,07/31/2017 01:04:45 PM,40.8102809717,-73.9082061756
Utility-Water Main,71-15 Beach Channel Drive,Queens,02/12/2018 09:38:39 AM,02/12/2018 08:55:33 PM,40.591919035,-73.7999896512
Fire-10-76 (Commercial High Rise Fire),10 East 40th Street,Manhattan,09/18/2018 07:22:35 AM,09/18/2018 09:52:48 PM,40.7518198118,-73.9810040497
Structural-Confined Space,Avenue V & Bedford Avenue,Brooklyn,11/14/2018 11:35:30 AM,11/14/2018 07:53:42 PM,40.597767,-73.946232
Transportation-Other,Belt Parkway & merrick Boulevard,Brooklyn,07/23/2019 09:03:07 AM,07/23/2019 02:17:07 PM,40.6737,-73.734372
Law Enforcement-Suspicious Package,111 East 48 Street,Manhattan,09/24/2013 08:17:08 PM,09/25/2013 08:50:34 AM,40.7555499945,-73.9739794057
Law Enforcement-Suspicious Package,Cedar Street & Trinity Place,Manhattan,09/25/2013 09:36:04 AM,09/25/2013 10:28:55 AM,40.7093059478,-74.0119354158
Administration-Injured CIC,470 Clarkson Avenue,Brooklyn,09/25/2013 07:24:25 AM,09/25/2013 12:28:01 PM,40.6557808458,-73.9439820678
Law Enforcement-Suspicious Vehicle,East 42 Street & 1st Avenue,Manhattan,09/26/2013 11:54:39 AM,09/26/2013 12:53:33 PM,40.7487996539,-73.9698460206
Law Enforcement-Suspicious Package,East 34 Street & Madison Avenue,Manhattan,09/26/2013 07:28:57 PM,09/26/2013 08:04:59 PM,40.7477648253,-73.9829581236
Law Enforcement-Suspicious Package,Broadway & Wst 86th Street,Manhattan,09/30/2013 12:58:56 AM,09/30/2013 01:14:45 AM,40.7883117402,-73.9765016891
Fire-Sensitive Location,,Manhattan,10/01/2013 02:55:49 PM,10/01/2013 04:32:40 PM,40.6906621093,-74.0131246874
Utility-Power Outage,Richmond Hill Road & Richmond Ave,Staten Island,09/30/2013 10:06:08 AM,10/01/2013 05:48:06 PM,40.5889546356,-74.1675904783
Law Enforcement-Suspicious Package,Coney Island Ave & Ave U,Brooklyn,10/01/2013 10:18:01 PM,10/01/2013 10:52:00 PM,40.5983120361,-73.9611852561
Structural-Construction Accident,3 World trade Center,Manhattan,10/02/2013 11:11:01 AM,10/02/2013 11:39:16 AM,40.7106948884,-74.0110266927
Law Enforcement-Device,401 West 23rd Street,Manhattan,10/02/2013 02:57:27 PM,10/02/2013 03:51:41 PM,40.7466791523,-74.0017467458
Fire-Sensitive Location,15 E 97 St,Manhattan,10/04/2013 12:32:49 AM,10/04/2013 04:53:03 AM,40.7883491518,-73.9547078546
Fire-High Angle Rescue,3 Park Avenue,Manhattan,10/04/2013 07:53:08 PM,10/04/2013 07:53:08 PM,40.7467847326,-73.9815472613
Fire-10-76 (Commercial High Rise),587 5th Ave,Manhattan,10/06/2013 08:48:06 PM,10/06/2013 11:11:36 PM,40.7569973722,-73.978310286
Fire-2nd Alarm,157-11 Sanford Avenue,Queens,12/08/2016 04:58:42 AM,12/08/2016 09:14:46 AM,40.714003641,-73.8299893315
HazMat-Other,108-10 109 Avenue,Queens,01/20/2017 10:37:34 AM,01/20/2017 11:03:43 AM,,
Utility-Water Main,,Queens,04/26/2017 03:23:22 AM,04/28/2017 05:28:54 AM,40.6624516516,-73.80039999
Transportation-Train Subway,Pennsylvania Station,Manhattan,03/24/2017 09:28:39 AM,,40.7475925399,-73.9893221024
Fire-7th Alarm,110-14 Liberty Avenue,Queens,03/04/2017 11:13:52 PM,05/09/2017 09:24:11 AM,40.714003641,-73.8299893315
Fire-Sensitive Location,60 Norfolk Street,Manhattan,05/14/2017 07:15:30 PM,06/08/2017 11:07:03 AM,40.7144215406,-74.0060763804
Structural-Crane,157 West 57th Street,Manhattan,09/18/2013 11:00:05 AM,10/07/2013 05:29:06 PM,40.765204333,-73.9792786987
Utility-Dielectric Fluid Spill,50 West 23rd Street,Manhattan,10/07/2013 08:49:40 PM,10/07/2013 10:07:46 PM,40.7422213552,-73.9911946806
Law Enforcement-Suspicious Package,4030 Hubbard Place,Brooklyn,10/08/2013 02:28:20 AM,10/08/2013 05:37:53 AM,40.6251779732,-73.9363094032
Structural-Derelict Boat,Morgan Avenue & Stagg Street,Brooklyn,10/11/2013 12:19:52 PM,10/11/2013 03:45:49 PM,40.7106680332,-73.9336018001
Law Enforcement-Suspicious Package,2 King Street,Manhattan,10/11/2013 04:54:13 PM,10/11/2013 05:23:21 PM,40.7276031049,-74.0026157607
Utility-Gas High Pressure,1785 Park Place,Brooklyn,10/11/2013 02:31:07 PM,10/12/2013 01:10:59 AM,40.6716879059,-73.9182547973
Law Enforcement-Suspicious Package,469 Fulton Street,Brooklyn,10/13/2013 12:40:12 PM,10/13/2013 01:10:12 PM,40.6911628804,-73.9865893825
Structural-Falling Debris,250 West 19 Street,Manhattan,10/15/2013 03:19:34 PM,10/15/2013 07:28:47 PM,40.7422436444,-73.998881291
Structural-Sink Hole,210 Smith St.,Brooklyn,10/16/2013 03:59:58 PM,10/17/2013 10:59:14 AM,40.6845237817,-73.9919702954
Law Enforcement-Suspicious Package,West 44th Street & 8th Avenue,Manhattan,10/21/2013 01:41:36 PM,10/21/2013 02:53:48 PM,40.758533186,-73.9888426608
HazMat-Oil Spill,485 7th Ave,Manhattan,10/22/2013 08:39:30 AM,10/22/2013 01:15:06 PM,40.7524646194,-73.9895438799
Rescue-Confined Space,80-30 Jamaica Ave,Queens,10/22/2013 08:25:17 PM,10/22/2013 08:51:57 PM,40.6922521331,-73.8613299456
Fire-3rd Alarm,1063 East 35th Street,Brooklyn,10/23/2013 04:07:22 AM,10/23/2013 12:32:30 PM,40.6286890109,-73.9423656247
Utility-Water Main,Wallace Avenue & Astor Avenue,Bronx,10/23/2013 04:02:46 AM,10/23/2013 01:52:39 PM,40.8596083209,-73.8646322647
Transportation-Train Subway,,Queens,01/28/2017 01:33:29 AM,,,
HazMat-Aerosol,6 East 44 Street,Manhattan,10/23/2013 01:56:43 PM,10/23/2013 03:43:14 PM,40.7546041788,-73.9795382641
Law Enforcement-Missing Person,1483 Bushwick Avenue,Brooklyn,10/22/2013 04:30:35 PM,10/23/2013 07:27:24 PM,40.6833009263,-73.9072328153
Law Enforcement-Suspicious Package,35-01 23rd Avenue,Queens,10/24/2013 10:26:47 AM,10/24/2013 10:47:47 AM,40.77302175,-73.9109601385
Fire-2nd Alarm,162-05 89 Avenue,Queens,10/03/2016 04:06:41 PM,,,
Fire-2nd Alarm,64 West 165th Street,Bronx,10/25/2013 08:15:13 PM,10/26/2013 07:23:46 PM,40.8337075733,-73.9264106116
Fire-1st Alarm,,Queens,10/28/2013 04:52:25 PM,10/28/2013 06:00:56 PM,40.6406337798,-73.7865179864
HazMat-Liquid,2007 Surf Ave,Brooklyn,10/28/2013 11:03:42 PM,,40.5748580153,-73.9867639212
Utility-Gas Service Line,148 West 15 St,Manhattan,10/29/2013 07:17:15 PM,10/30/2013 01:58:20 AM,40.7386287901,-73.9977446607
Utility-Water Service Line,1845  Broadway,Manhattan,10/30/2013 11:51:56 AM,10/30/2013 12:56:23 PM,40.7692670246,-73.9821150543
Fire-2nd Alarm,1604 Prospect Place,Brooklyn,11/29/2016 06:41:52 PM,11/29/2016 08:42:28 PM,40.6728415324,-73.9233474207
Fire-Other,East 58  & 1st Avenue,Manhattan,03/24/2017 09:19:17 AM,03/24/2017 10:55:32 AM,40.7144215406,-74.0060763804
Fire-3rd Alarm,1133 Tiffany Street,Bronx,04/29/2017 03:52:16 AM,04/29/2017 06:14:09 AM,40.8269533647,-73.8950058377
Fire-2nd Alarm,328 East 14th Street,Manhattan,05/26/2017 05:47:04 AM,06/08/2017 04:25:02 PM,40.7144215406,-74.0060763804
HazMat-High Carbon Monoxide,Rivington Street & Ludlow Street,Manhattan,02/21/2018 12:55:24 PM,02/23/2018 06:08:38 AM,40.720068,-73.988352
Fire-Sensitive Location,54 Watts Street,Manhattan,03/13/2018 02:36:23 PM,03/13/2018 05:04:56 PM,40.7237223921,-74.0053400784
Law Enforcement-Suspicious Package,West 14 Street & 8 Avenue,Manhattan,10/31/2013 02:57:59 PM,10/31/2013 04:46:01 PM,40.7397513881,-74.002522414
Structural-Life Safety Violations,1238 Hancock St.,Brooklyn,08/27/2013 06:48:31 PM,10/31/2013 05:07:58 PM,40.6921312915,-73.9112628872
Structural-Scaffold,Spring Street & Varick Street,Manhattan,10/31/2013 08:17:00 PM,10/31/2013 10:43:50 PM,40.7256734256,-74.0057797619
Utility-Manhole,Roosevelt Ave & 91 Street,Queens,10/31/2013 10:27:41 PM,11/01/2013 02:23:40 PM,40.7485140502,-73.8755553277
Law Enforcement-Suspicious Package,58-65  52 Road,Queens,11/02/2013 03:42:15 PM,11/02/2013 05:21:10 PM,40.7344197193,-73.907601862
Rescue-Confined Space,80 Lafayette Street,Manhattan,11/03/2013 05:21:42 PM,11/03/2013 07:31:45 PM,40.7170687386,-74.0017856509
Fire-10-76 (Commercial High Rise),121 Dekalb Ave,Brooklyn,11/04/2013 03:43:42 PM,11/04/2013 05:08:07 PM,40.6897780904,-73.9774595243
Fire-2nd Alarm,524 Broadway,Manhattan,11/04/2013 03:54:29 PM,11/04/2013 05:44:11 PM,40.722799805,-73.9989862403
Law Enforcement-Suspicious Letter,28 West 39 Street,Manhattan,11/04/2013 05:52:23 PM,,40.7520329686,-73.9833720976
Utility-Water Service Line,271-11 76th Avenue,Queens,09/17/2013 07:10:00 AM,11/05/2013 07:22:29 PM,40.7540935136,-73.7059756917
HazMat-Fuel,455 Huguenot Avenue,Staten Island,11/06/2013 09:50:40 AM,11/06/2013 10:32:28 AM,40.5440126203,-74.1976977167
Utility-Water Main,162nd Street & 35th Avenue,Queens,11/07/2013 04:43:31 AM,11/07/2013 03:26:09 PM,40.7654335178,-73.8032948066
Structural-Unstable Scaffolding,682 Bushwick Ave,Brooklyn,11/08/2013 07:34:31 AM,11/08/2013 09:25:30 AM,40.6969622752,-73.9316500224
Transportation-Over Turn Truck,Fort Greene Place & Atlantic Ave,Brooklyn,11/08/2013 06:27:40 AM,11/08/2013 01:48:42 PM,40.6834757914,-73.9759545311
Structural-Construction Accident,216 Beach 81st Street,Queens,11/09/2013 03:30:31 PM,11/09/2013 05:35:55 PM,40.5885008417,-73.8073228079
Utility-Water Main,100  Hudson St,Manhattan,11/10/2013 06:55:17 AM,11/10/2013 09:26:09 AM,40.7191901227,-74.0087048744
Utility-Gas High Pressure,955 Waring Ave,Bronx,11/07/2013 07:09:41 PM,11/12/2013 12:07:13 AM,40.8612166186,-73.8599509237
Fire-1st Alarm,1 Ave &  66 St,Manhattan,11/11/2013 09:41:19 AM,11/12/2013 03:00:35 AM,40.7639911368,-73.958781966
Fire-3rd Alarm,1225 Taylor Ave,Bronx,11/12/2013 07:26:29 AM,11/12/2013 12:08:24 PM,40.8307208582,-73.8651499566
HazMat-GAS ODOR,1200 Manor Rd,Staten Island,11/13/2013 11:21:10 AM,11/13/2013 11:45:00 AM,40.5972993353,-74.1239179818
HazMat-Chemical,82-01  101 Ave,Queens,11/13/2013 11:15:42 AM,11/13/2013 12:29:20 PM,40.6811715673,-73.8569182976
Structural-Construction Accident,33 Beekman St,Manhattan,11/13/2013 12:43:17 PM,11/13/2013 01:13:50 PM,40.7105497995,-74.0057712365
Fire-2nd Alarm,739 Park Avenue,Brooklyn,01/11/2017 05:14:58 PM,01/11/2017 07:56:56 PM,40.6979975485,-73.9461040016
Utility-Gas Low Pressure,Noble Avenue & Watson Avenue,Bronx,01/30/2017 09:47:09 PM,02/25/2017 10:13:33 PM,40.8273009131,-73.8691789768
Law Enforcement-Suspicious Package,109-09 155 street,quenns,08/01/2017 11:44:55 AM,08/01/2017 01:17:50 PM,40.6921660819,-73.7956959062
Fire-Manhole,195 State Street,Brooklyn,01/18/2018 09:09:29 AM,01/18/2018 07:50:25 PM,40.6901706073,-73.9914350713
Fire-10-77 (Residential High Rise Fire),1535 University Avenue,Bronx,03/06/2018 12:04:15 PM,,40.8456861216,-73.9222616337
Structural-Stability Problem,219 Central Avenue,Brooklyn,04/03/2018 07:03:10 PM,04/03/2018 09:01:42 PM,40.6973852334,-73.9238986631
Fire-2nd Alarm,4227 Ely Avenue,bronx,04/13/2018 03:38:49 PM,04/13/2018 07:32:36 PM,40.8955595765,-73.8475734857
Fire-2nd Alarm,612 West 184th Street,Manhattan,12/04/2018 03:09:28 AM,12/04/2018 08:23:14 AM,40.8513489467,-73.9331616109
Law Enforcement-Suspicious Package,80 Street  & Liberty Avenue,Queens,07/26/2019 07:31:58 AM,07/26/2019 09:42:25 AM,40.679442,-73.85778
Fire-Explosion,87-40 124th Street,Queens,10/12/2013 01:31:27 AM,11/13/2013 02:35:00 PM,40.6997880782,-73.8260865031
Rescue-Student locked in vault,270 East 167th Street,Bronx,11/14/2013 12:09:19 PM,11/14/2013 12:43:09 PM,40.8331308513,-73.914027203
Rescue-High Angle,552 West 24th Street,Manhattan,11/14/2013 01:35:29 PM,11/14/2013 04:37:47 PM,40.7490395258,-74.0053342599
Structural-Construction Accident,1133 York Avenue,Manhattan,11/14/2013 01:38:16 PM,11/14/2013 05:14:43 PM,40.7600963121,-73.9586869142
Fire-School,364 Sackman Street,Brooklyn,11/15/2013 08:37:20 AM,11/15/2013 09:53:50 AM,40.6689601674,-73.9047258131
HazMat-Liquid,Bleecker Street  & Butler Avenue,Queens,11/15/2013 09:25:38 AM,11/15/2013 10:45:43 AM,40.7106430196,-73.9056401332
Rescue-High Angle,269 Greene Street,Manhattan,11/15/2013 11:25:38 AM,11/15/2013 12:15:00 PM,40.7310257019,-73.9942630714
Structural-Scaffold,4011 Fillmore Ave,Brooklyn,11/15/2013 10:48:08 PM,11/16/2013 12:45:57 AM,40.6133525603,-73.9301292399
Fire-School,510 East 141 Street,Bronx,11/18/2013 10:48:37 AM,11/18/2013 11:29:14 AM,40.8093696732,-73.9175835784
Utility-Electric Feeder Cable,,Brooklyn,11/19/2013 08:43:18 AM,11/19/2013 08:51:24 AM,,
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.7144215406,-74.0060763804
Utility-Power Line Down,2680 E 19 St,Brooklyn,11/19/2013 07:53:26 AM,11/19/2013 09:40:47 AM,40.5866671111,-73.9502146118
Fire-Sensitive Location,60 Norfolk Street,Manhattan,05/14/2017 07:15:30 PM,,40.7144215406,-74.0060763804
Transportation-Other,,Hoboken,09/29/2016 09:06:56 AM,,40.7390534322,-74.0301576832
Fire-2nd Alarm,328 East 14th Street,Manhattan,05/26/2017 05:47:04 AM,,40.7144215406,-74.0060763804
Fire-4th Alarm,1278 ST. Nicholas Ave,Manhattan,11/18/2013 11:00:40 AM,11/19/2013 11:20:15 AM,40.844687251,-73.9371040137
Fire-3rd Alarm,10-46 Dickens Street,Queens,01/12/2017 10:37:56 AM,01/12/2017 01:00:06 PM,40.714003641,-73.8299893315
Utility-Water Main,,Brooklyn,01/13/2018 05:09:34 PM,01/16/2018 09:12:29 AM,,
Structural-Street Collapse,FDR Drive & East 14th Street,Manhattan,09/28/2017 07:44:57 PM,,40.784994,-73.940913
Law Enforcement-Device,16 Street & Prospect Park West,Brooklyn,05/06/2018 10:01:37 AM,05/06/2018 10:27:02 PM,40.660389,-73.9803735
Fire-3rd Alarm,1306 St. Nicholas,Manhattan,06/13/2018 11:47:13 PM,06/14/2018 03:12:40 AM,40.8457325173,-73.9363153108
Transportation-Train Elevated,Skillman Avenue & 48 Street,Queens,08/01/2018 01:34:26 PM,08/01/2018 06:22:29 PM,40.746339,-73.916163
Fire-Haz Mat,585 Schenectady Avenue,Brooklyn,10/11/2018 11:39:49 AM,10/11/2018 12:54:25 PM,40.659553519,-73.9341072631
Structural-Collapse,214 Patchen Avenue,Brooklyn,12/30/2018 06:13:09 AM,12/30/2018 11:00:35 AM,40.683469191,-73.9262264449
Fire-10-76 (Commercial High Rise Fire),370 West 35th Street,New York,04/07/2019 05:04:34 PM,04/07/2019 05:49:33 PM,40.7538268118,-73.9953637173
